"","Sensitivity","1-Specificity"
"185",0.999657299520219,0.033709879863726
"186",0.999657299520219,0.0338891877353416
"187",0.999657299520219,0.0340684956069571
"188",0.999657299520219,0.0342478034785727
"189",0.999657299520219,0.0344271113501883
"190",0.999657299520219,0.0346064192218038
"191",0.999657299520219,0.0347857270934194
"192",0.999657299520219,0.034965034965035
"193",0.999657299520219,0.0351443428366505
"194",0.999657299520219,0.0353236507082661
"195",0.999657299520219,0.0356822664514972
"196",0.999657299520219,0.0358615743231128
"197",0.999657299520219,0.0362201900663439
"198",0.999657299520219,0.0363994979379595
"199",0.999657299520219,0.036578805809575
"200",0.999657299520219,0.0367581136811906
"201",0.999657299520219,0.0369374215528062
"202",0.999657299520219,0.0371167294244217
"203",0.999657299520219,0.0372960372960373
"204",0.999657299520219,0.0374753451676529
"205",0.999657299520219,0.0376546530392684
"206",0.999657299520219,0.037833960910884
"207",0.999657299520219,0.0380132687824996
"208",0.999657299520219,0.0381925766541151
"209",0.999657299520219,0.0383718845257307
"210",0.999314599040439,0.0383718845257307
"211",0.999314599040439,0.0385511923973462
"212",0.999314599040439,0.0387305002689618
"213",0.999314599040439,0.0389098081405774
"214",0.999314599040439,0.0390891160121929
"215",0.999314599040439,0.0392684238838085
"216",0.999314599040439,0.0394477317554241
"217",0.999314599040439,0.0396270396270396
"218",0.999314599040439,0.0398063474986552
"219",0.999314599040439,0.0399856553702708
"220",0.999314599040439,0.0401649632418863
"221",0.999314599040439,0.0403442711135019
"222",0.999314599040439,0.0405235789851174
"223",0.999314599040439,0.040702886856733
"224",0.999314599040439,0.0408821947283486
"225",0.999314599040439,0.0410615025999641
"226",0.999314599040439,0.0412408104715797
"227",0.999314599040439,0.0414201183431953
"228",0.999314599040439,0.0415994262148108
"229",0.999314599040439,0.0417787340864264
"230",0.999314599040439,0.041958041958042
"231",0.999314599040439,0.0421373498296575
"232",0.999314599040439,0.0423166577012731
"233",0.999314599040439,0.0424959655728886
"234",0.999314599040439,0.0426752734445042
"235",0.999314599040439,0.0428545813161198
"236",0.999314599040439,0.0430338891877353
"237",0.999314599040439,0.0432131970593509
"238",0.999314599040439,0.0433925049309665
"239",0.999314599040439,0.043571812802582
"240",0.999314599040439,0.0437511206741976
"241",0.999314599040439,0.0439304285458132
"242",0.999314599040439,0.0441097364174287
"243",0.999314599040439,0.0442890442890443
"244",0.999314599040439,0.0444683521606599
"245",0.999314599040439,0.0446476600322754
"246",0.999314599040439,0.0453648915187377
"247",0.999314599040439,0.0455441993903532
"248",0.999314599040439,0.0457235072619688
"249",0.999314599040439,0.0459028151335844
"250",0.999314599040439,0.0460821230051999
"251",0.999314599040439,0.0462614308768155
"252",0.999314599040439,0.0464407387484311
"253",0.999314599040439,0.0466200466200466
"254",0.999314599040439,0.0467993544916622
"255",0.999314599040439,0.0469786623632777
"256",0.999314599040439,0.0471579702348933
"257",0.999314599040439,0.0473372781065089
"258",0.999314599040439,0.0475165859781244
"259",0.999314599040439,0.04769589384974
"260",0.999314599040439,0.0478752017213556
"261",0.999314599040439,0.0480545095929711
"262",0.999314599040439,0.0482338174645867
"263",0.999314599040439,0.0484131253362023
"264",0.999314599040439,0.0485924332078178
"265",0.999314599040439,0.048951048951049
"266",0.999314599040439,0.0491303568226645
"267",0.999314599040439,0.0493096646942801
"268",0.999314599040439,0.0494889725658956
"269",0.999314599040439,0.0496682804375112
"270",0.999314599040439,0.0498475883091268
"271",0.999314599040439,0.0500268961807423
"272",0.999314599040439,0.0502062040523579
"273",0.999314599040439,0.0503855119239735
"274",0.999314599040439,0.050564819795589
"275",0.999314599040439,0.0507441276672046
"276",0.999314599040439,0.0509234355388202
"277",0.999314599040439,0.0511027434104357
"278",0.998971898560658,0.0511027434104357
"279",0.998971898560658,0.0512820512820513
"280",0.998971898560658,0.0514613591536668
"281",0.998971898560658,0.0516406670252824
"282",0.998971898560658,0.051819974896898
"283",0.998971898560658,0.0519992827685135
"284",0.998971898560658,0.0521785906401291
"285",0.998971898560658,0.0523578985117447
"286",0.998971898560658,0.0528958221265914
"287",0.998971898560658,0.0530751299982069
"288",0.998971898560658,0.0532544378698225
"289",0.998971898560658,0.053433745741438
"290",0.998971898560658,0.0536130536130536
"291",0.998971898560658,0.0539716693562847
"292",0.998971898560658,0.0541509772279003
"293",0.998971898560658,0.0543302850995159
"294",0.998971898560658,0.0545095929711314
"295",0.998971898560658,0.054688900842747
"296",0.998971898560658,0.0548682087143626
"297",0.998971898560658,0.0550475165859781
"298",0.998971898560658,0.0552268244575937
"299",0.998971898560658,0.0554061323292093
"300",0.998971898560658,0.0555854402008248
"301",0.998971898560658,0.0557647480724404
"302",0.998971898560658,0.0559440559440559
"303",0.998971898560658,0.0561233638156715
"304",0.998971898560658,0.0563026716872871
"305",0.998971898560658,0.0564819795589026
"306",0.998971898560658,0.0566612874305182
"307",0.998971898560658,0.0568405953021338
"308",0.998971898560658,0.0571992110453649
"309",0.998629198080877,0.0571992110453649
"310",0.998629198080877,0.057557826788596
"311",0.998629198080877,0.0577371346602116
"312",0.998629198080877,0.0579164425318272
"313",0.998629198080877,0.0580957504034427
"314",0.998629198080877,0.0582750582750583
"315",0.998286497601097,0.0582750582750583
"316",0.998286497601097,0.0584543661466738
"317",0.998286497601097,0.0586336740182894
"318",0.998286497601097,0.058812981889905
"319",0.998286497601097,0.0591715976331361
"320",0.998286497601097,0.0593509055047517
"321",0.998286497601097,0.0595302133763672
"322",0.998286497601097,0.0597095212479828
"323",0.998286497601097,0.0598888291195983
"324",0.998286497601097,0.0600681369912139
"325",0.998286497601097,0.0602474448628295
"326",0.998286497601097,0.060426752734445
"327",0.998286497601097,0.0606060606060606
"328",0.998286497601097,0.0607853684776762
"329",0.998286497601097,0.0609646763492917
"330",0.998286497601097,0.0613232920925229
"331",0.998286497601097,0.0615025999641384
"332",0.998286497601097,0.061681907835754
"333",0.998286497601097,0.0618612157073696
"334",0.998286497601097,0.0620405235789851
"335",0.998286497601097,0.0622198314506007
"336",0.998286497601097,0.0623991393222162
"337",0.998286497601097,0.0625784471938318
"338",0.998286497601097,0.0627577550654474
"339",0.998286497601097,0.0629370629370629
"340",0.998286497601097,0.0632956786802941
"341",0.998286497601097,0.0634749865519096
"342",0.998286497601097,0.0636542944235252
"343",0.998286497601097,0.0638336022951408
"344",0.998286497601097,0.0641922180383719
"345",0.998286497601097,0.0643715259099874
"346",0.998286497601097,0.0649094495248341
"347",0.998286497601097,0.0650887573964497
"348",0.998286497601097,0.0654473731396808
"349",0.998286497601097,0.0656266810112964
"350",0.998286497601097,0.065805988882912
"351",0.998286497601097,0.0659852967545275
"352",0.998286497601097,0.0661646046261431
"353",0.998286497601097,0.0663439124977586
"354",0.998286497601097,0.0665232203693742
"355",0.998286497601097,0.0667025282409898
"356",0.998286497601097,0.0670611439842209
"357",0.998286497601097,0.0672404518558365
"358",0.998286497601097,0.067419759727452
"359",0.998286497601097,0.0675990675990676
"360",0.998286497601097,0.0677783754706832
"361",0.998286497601097,0.0679576833422987
"362",0.997943797121316,0.0679576833422987
"363",0.997943797121316,0.0681369912139143
"364",0.997943797121316,0.0683162990855299
"365",0.997943797121316,0.0684956069571454
"366",0.997943797121316,0.068674914828761
"367",0.997943797121316,0.0688542227003765
"368",0.997943797121316,0.0690335305719921
"369",0.997943797121316,0.0692128384436077
"370",0.997943797121316,0.0693921463152232
"371",0.997943797121316,0.0695714541868388
"372",0.997943797121316,0.0697507620584544
"373",0.997943797121316,0.0699300699300699
"374",0.997943797121316,0.0701093778016855
"375",0.997943797121316,0.0702886856733011
"376",0.997943797121316,0.0704679935449166
"377",0.997943797121316,0.0706473014165322
"378",0.997943797121316,0.0708266092881478
"379",0.997943797121316,0.0711852250313789
"380",0.997943797121316,0.07154384077461
"381",0.997943797121316,0.0717231486462256
"382",0.997943797121316,0.0719024565178411
"383",0.997601096641535,0.0719024565178411
"384",0.997601096641535,0.0720817643894567
"385",0.997601096641535,0.0722610722610723
"386",0.997601096641535,0.072798995875919
"387",0.997601096641535,0.0729783037475345
"388",0.997601096641535,0.0731576116191501
"389",0.997601096641535,0.0733369194907657
"390",0.997258396161755,0.0733369194907657
"391",0.997258396161755,0.0735162273623812
"392",0.997258396161755,0.0736955352339968
"393",0.997258396161755,0.0738748431056123
"394",0.997258396161755,0.0740541509772279
"395",0.997258396161755,0.0742334588488435
"396",0.997258396161755,0.074412766720459
"397",0.997258396161755,0.0745920745920746
"398",0.997258396161755,0.0747713824636902
"399",0.997258396161755,0.0749506903353057
"400",0.997258396161755,0.0760265375649991
"401",0.997258396161755,0.0762058454366147
"402",0.997258396161755,0.0763851533082302
"403",0.997258396161755,0.0765644611798458
"404",0.997258396161755,0.0767437690514614
"405",0.997258396161755,0.0769230769230769
"406",0.997258396161755,0.0771023847946925
"407",0.997258396161755,0.077281692666308
"408",0.997258396161755,0.0774610005379236
"409",0.997258396161755,0.0776403084095392
"410",0.997258396161755,0.0778196162811547
"411",0.997258396161755,0.0779989241527703
"412",0.997258396161755,0.0781782320243859
"413",0.997258396161755,0.0783575398960014
"414",0.997258396161755,0.078536847767617
"415",0.997258396161755,0.0787161556392326
"416",0.997258396161755,0.0788954635108481
"417",0.997258396161755,0.0796126949973104
"418",0.997258396161755,0.0797920028689259
"419",0.997258396161755,0.0799713107405415
"420",0.997258396161755,0.0801506186121571
"421",0.996915695681974,0.0801506186121571
"422",0.996915695681974,0.0803299264837726
"423",0.996915695681974,0.0805092343553882
"424",0.996915695681974,0.0806885422270038
"425",0.996915695681974,0.0808678500986193
"426",0.996915695681974,0.0810471579702349
"427",0.996915695681974,0.0817643894566971
"428",0.996915695681974,0.0819436973283127
"429",0.996915695681974,0.0823023130715438
"430",0.996915695681974,0.0824816209431594
"431",0.996915695681974,0.082660928814775
"432",0.996915695681974,0.0828402366863905
"433",0.996572995202193,0.0830195445580061
"434",0.996572995202193,0.0831988524296217
"435",0.996572995202193,0.0833781603012372
"436",0.996572995202193,0.0835574681728528
"437",0.996572995202193,0.0837367760444684
"438",0.996572995202193,0.0839160839160839
"439",0.996572995202193,0.0840953917876995
"440",0.996572995202193,0.0846333154025462
"441",0.996572995202193,0.0848126232741617
"442",0.996572995202193,0.0849919311457773
"443",0.996572995202193,0.0851712390173929
"444",0.996572995202193,0.0853505468890084
"445",0.996572995202193,0.0857091626322396
"446",0.996572995202193,0.0860677783754707
"447",0.996572995202193,0.0862470862470862
"448",0.996572995202193,0.0864263941187018
"449",0.996572995202193,0.0866057019903174
"450",0.996572995202193,0.0867850098619329
"451",0.996572995202193,0.0869643177335485
"452",0.996572995202193,0.0871436256051641
"453",0.996572995202193,0.0873229334767796
"454",0.996572995202193,0.0875022413483952
"455",0.996572995202193,0.0876815492200108
"456",0.996572995202193,0.0878608570916263
"457",0.996572995202193,0.0880401649632419
"458",0.996572995202193,0.0882194728348575
"459",0.996572995202193,0.088398780706473
"460",0.996572995202193,0.0885780885780886
"461",0.996572995202193,0.0887573964497041
"462",0.996572995202193,0.0889367043213197
"463",0.996572995202193,0.0891160121929353
"464",0.996572995202193,0.0892953200645508
"465",0.996572995202193,0.0894746279361664
"466",0.996572995202193,0.089653935807782
"467",0.996572995202193,0.0898332436793975
"468",0.996572995202193,0.0900125515510131
"469",0.996572995202193,0.0901918594226287
"470",0.996572995202193,0.0903711672942442
"471",0.996572995202193,0.0905504751658598
"472",0.996572995202193,0.0907297830374754
"473",0.996572995202193,0.0910883987807065
"474",0.996572995202193,0.091267706652322
"475",0.996572995202193,0.0914470145239376
"476",0.996572995202193,0.0916263223955532
"477",0.996572995202193,0.0918056302671687
"478",0.996572995202193,0.0919849381387843
"479",0.996572995202193,0.0921642460103999
"480",0.996572995202193,0.0923435538820154
"481",0.996572995202193,0.092522861753631
"482",0.996572995202193,0.0927021696252465
"483",0.996572995202193,0.0928814774968621
"484",0.996572995202193,0.0930607853684777
"485",0.996572995202193,0.0937780168549399
"486",0.996572995202193,0.0941366325981711
"487",0.996572995202193,0.0943159404697866
"488",0.996572995202193,0.0944952483414022
"489",0.996572995202193,0.0946745562130177
"490",0.996572995202193,0.0950331719562489
"491",0.996572995202193,0.0952124798278644
"492",0.996572995202193,0.09539178769948
"493",0.995887594242632,0.0968262506724045
"494",0.995887594242632,0.0970055585440201
"495",0.995887594242632,0.0971848664156356
"496",0.995887594242632,0.0973641742872512
"497",0.995887594242632,0.0975434821588668
"498",0.995887594242632,0.0977227900304823
"499",0.995887594242632,0.0979020979020979
"500",0.995887594242632,0.0980814057737135
"501",0.995887594242632,0.098260713645329
"502",0.995887594242632,0.0986193293885602
"503",0.995887594242632,0.0987986372601757
"504",0.995887594242632,0.0989779451317913
"505",0.995887594242632,0.0993365608750224
"506",0.995887594242632,0.099515868746638
"507",0.995887594242632,0.0996951766182535
"508",0.995887594242632,0.0998744844898691
"509",0.995887594242632,0.1002331002331
"510",0.995887594242632,0.100412408104716
"511",0.995887594242632,0.100591715976331
"512",0.995887594242632,0.100771023847947
"513",0.995887594242632,0.100950331719562
"514",0.995887594242632,0.101129639591178
"515",0.995887594242632,0.101308947462794
"516",0.995887594242632,0.101488255334409
"517",0.995887594242632,0.101667563206025
"518",0.995887594242632,0.10184687107764
"519",0.995887594242632,0.102026178949256
"520",0.995887594242632,0.102205486820871
"521",0.995887594242632,0.102564102564103
"522",0.995887594242632,0.102743410435718
"523",0.995887594242632,0.102922718307334
"524",0.995887594242632,0.103281334050565
"525",0.995887594242632,0.10346064192218
"526",0.995887594242632,0.103639949793796
"527",0.995887594242632,0.103998565537027
"528",0.995887594242632,0.104177873408643
"529",0.995887594242632,0.104357181280258
"530",0.995887594242632,0.104536489151874
"531",0.995887594242632,0.104715797023489
"532",0.995887594242632,0.104895104895105
"533",0.995887594242632,0.10507441276672
"534",0.995887594242632,0.105253720638336
"535",0.995544893762851,0.105253720638336
"536",0.995544893762851,0.105612336381567
"537",0.995544893762851,0.105791644253183
"538",0.995544893762851,0.105970952124798
"539",0.995544893762851,0.106150259996414
"540",0.995544893762851,0.106329567868029
"541",0.995544893762851,0.106508875739645
"542",0.995544893762851,0.106688183611261
"543",0.995544893762851,0.106867491482876
"544",0.995544893762851,0.107046799354492
"545",0.995544893762851,0.107226107226107
"546",0.995544893762851,0.107405415097723
"547",0.995544893762851,0.107584722969338
"548",0.995544893762851,0.107764030840954
"549",0.995544893762851,0.107943338712569
"550",0.995544893762851,0.108122646584185
"551",0.995544893762851,0.108301954455801
"552",0.995544893762851,0.108481262327416
"553",0.995544893762851,0.108660570199032
"554",0.995544893762851,0.108839878070647
"555",0.995544893762851,0.109019185942263
"556",0.995544893762851,0.109198493813878
"557",0.995544893762851,0.109377801685494
"558",0.995544893762851,0.10955710955711
"559",0.995544893762851,0.109736417428725
"560",0.995544893762851,0.109915725300341
"561",0.995544893762851,0.110095033171956
"562",0.995544893762851,0.110274341043572
"563",0.995544893762851,0.110453648915187
"564",0.995544893762851,0.110632956786803
"565",0.995544893762851,0.110812264658419
"566",0.995544893762851,0.110991572530034
"567",0.995544893762851,0.11117088040165
"568",0.995544893762851,0.111350188273265
"569",0.995544893762851,0.111529496144881
"570",0.995544893762851,0.111708804016496
"571",0.995544893762851,0.111888111888112
"572",0.995544893762851,0.112067419759727
"573",0.995544893762851,0.112246727631343
"574",0.995544893762851,0.112426035502959
"575",0.995544893762851,0.112605343374574
"576",0.995544893762851,0.112963959117805
"577",0.995544893762851,0.113143266989421
"578",0.995544893762851,0.113322574861036
"579",0.995544893762851,0.113501882732652
"580",0.995544893762851,0.113860498475883
"581",0.995544893762851,0.114039806347499
"582",0.995544893762851,0.114219114219114
"583",0.995544893762851,0.11439842209073
"584",0.995544893762851,0.114577729962345
"585",0.995544893762851,0.114757037833961
"586",0.995544893762851,0.115115653577192
"587",0.995544893762851,0.115294961448808
"588",0.995544893762851,0.11601219293527
"589",0.995544893762851,0.116191500806885
"590",0.995544893762851,0.116370808678501
"591",0.995544893762851,0.116550116550117
"592",0.995544893762851,0.116729424421732
"593",0.995544893762851,0.116908732293348
"594",0.995544893762851,0.117088040164963
"595",0.995544893762851,0.117267348036579
"596",0.995544893762851,0.11762596377981
"597",0.995544893762851,0.118163887394657
"598",0.995544893762851,0.118343195266272
"599",0.995544893762851,0.118522503137888
"600",0.995202193283071,0.11923973462435
"601",0.995202193283071,0.119419042495966
"602",0.995202193283071,0.119598350367581
"603",0.995202193283071,0.119777658239197
"604",0.995202193283071,0.119956966110812
"605",0.995202193283071,0.120136273982428
"606",0.995202193283071,0.120315581854043
"607",0.995202193283071,0.120494889725659
"608",0.995202193283071,0.120674197597275
"609",0.995202193283071,0.12085350546889
"610",0.995202193283071,0.121032813340506
"611",0.994516792323509,0.121391429083737
"612",0.994516792323509,0.121570736955352
"613",0.994516792323509,0.121750044826968
"614",0.994516792323509,0.121929352698583
"615",0.994174091843729,0.122108660570199
"616",0.994174091843729,0.122287968441815
"617",0.994174091843729,0.122646584185046
"618",0.994174091843729,0.122825892056661
"619",0.994174091843729,0.123005199928277
"620",0.994174091843729,0.123184507799892
"621",0.994174091843729,0.123722431414739
"622",0.994174091843729,0.123901739286355
"623",0.994174091843729,0.124260355029586
"624",0.994174091843729,0.124439662901201
"625",0.994174091843729,0.124618970772817
"626",0.994174091843729,0.124798278644432
"627",0.994174091843729,0.124977586516048
"628",0.994174091843729,0.125156894387664
"629",0.994174091843729,0.125336202259279
"630",0.994174091843729,0.125515510130895
"631",0.994174091843729,0.12569481800251
"632",0.994174091843729,0.125874125874126
"633",0.994174091843729,0.126770665232204
"634",0.994174091843729,0.126949973103819
"635",0.994174091843729,0.127129280975435
"636",0.994174091843729,0.12730858884705
"637",0.994174091843729,0.127487896718666
"638",0.994174091843729,0.127667204590282
"639",0.994174091843729,0.127846512461897
"640",0.994174091843729,0.128025820333513
"641",0.994174091843729,0.128205128205128
"642",0.994174091843729,0.128384436076744
"643",0.994174091843729,0.128563743948359
"644",0.994174091843729,0.128743051819975
"645",0.994174091843729,0.12892235969159
"646",0.994174091843729,0.129101667563206
"647",0.994174091843729,0.129280975434822
"648",0.994174091843729,0.129460283306437
"649",0.993831391363948,0.129460283306437
"650",0.993831391363948,0.129639591178053
"651",0.993831391363948,0.129818899049668
"652",0.993831391363948,0.129998206921284
"653",0.993831391363948,0.130177514792899
"654",0.993831391363948,0.130715438407746
"655",0.993831391363948,0.130894746279362
"656",0.993831391363948,0.131074054150977
"657",0.993831391363948,0.131253362022593
"658",0.993831391363948,0.131432669894208
"659",0.993831391363948,0.131791285637439
"660",0.993831391363948,0.131970593509055
"661",0.993831391363948,0.132149901380671
"662",0.993831391363948,0.132329209252286
"663",0.993831391363948,0.132508517123902
"664",0.993831391363948,0.132687824995517
"665",0.993831391363948,0.132867132867133
"666",0.993831391363948,0.133046440738748
"667",0.993488690884167,0.133225748610364
"668",0.993488690884167,0.13340505648198
"669",0.993488690884167,0.133584364353595
"670",0.993488690884167,0.133763672225211
"671",0.993488690884167,0.133942980096826
"672",0.993488690884167,0.134122287968442
"673",0.993488690884167,0.134301595840057
"674",0.993488690884167,0.134480903711673
"675",0.993488690884167,0.134660211583289
"676",0.993488690884167,0.134839519454904
"677",0.993488690884167,0.13501882732652
"678",0.993488690884167,0.135198135198135
"679",0.993488690884167,0.135377443069751
"680",0.993488690884167,0.135556750941366
"681",0.993488690884167,0.135736058812982
"682",0.993488690884167,0.135915366684597
"683",0.993488690884167,0.136094674556213
"684",0.993488690884167,0.13663259817106
"685",0.993488690884167,0.136811906042675
"686",0.993145990404387,0.136991213914291
"687",0.993145990404387,0.137170521785906
"688",0.993145990404387,0.137349829657522
"689",0.993145990404387,0.137529137529138
"690",0.993145990404387,0.137708445400753
"691",0.993145990404387,0.137887753272369
"692",0.993145990404387,0.138067061143984
"693",0.993145990404387,0.1382463690156
"694",0.993145990404387,0.138425676887215
"695",0.993145990404387,0.138604984758831
"696",0.993145990404387,0.139142908373678
"697",0.993145990404387,0.139501524116909
"698",0.992803289924606,0.140218755603371
"699",0.992803289924606,0.140398063474987
"700",0.992803289924606,0.140577371346602
"701",0.992803289924606,0.140756679218218
"702",0.992803289924606,0.141115294961449
"703",0.992803289924606,0.141294602833064
"704",0.992803289924606,0.14147391070468
"705",0.992460589444825,0.141653218576296
"706",0.992117888965045,0.141653218576296
"707",0.992117888965045,0.141832526447911
"708",0.992117888965045,0.142011834319527
"709",0.992117888965045,0.142191142191142
"710",0.992117888965045,0.142370450062758
"711",0.992117888965045,0.142549757934373
"712",0.992117888965045,0.142729065805989
"713",0.992117888965045,0.142908373677604
"714",0.992117888965045,0.143446297292451
"715",0.991775188485264,0.144880760265376
"716",0.991775188485264,0.145060068136991
"717",0.991775188485264,0.145239376008607
"718",0.991775188485264,0.145418683880222
"719",0.991775188485264,0.145597991751838
"720",0.991775188485264,0.145777299623453
"721",0.991775188485264,0.145956607495069
"722",0.991775188485264,0.146135915366685
"723",0.991775188485264,0.1463152232383
"724",0.991775188485264,0.146494531109916
"725",0.991775188485264,0.146673838981531
"726",0.991775188485264,0.146853146853147
"727",0.991775188485264,0.147032454724762
"728",0.991775188485264,0.147211762596378
"729",0.991432488005483,0.147570378339609
"730",0.991432488005483,0.147749686211225
"731",0.991432488005483,0.14792899408284
"732",0.991432488005483,0.148108301954456
"733",0.991432488005483,0.148466917697687
"734",0.991432488005483,0.149184149184149
"735",0.991432488005483,0.149363457055765
"736",0.991432488005483,0.14954276492738
"737",0.991432488005483,0.149722072798996
"738",0.991432488005483,0.149901380670611
"739",0.991432488005483,0.150080688542227
"740",0.991432488005483,0.150259996413843
"741",0.991432488005483,0.150618612157074
"742",0.991432488005483,0.150797920028689
"743",0.991432488005483,0.150977227900305
"744",0.991432488005483,0.151335843643536
"745",0.991432488005483,0.151515151515152
"746",0.991432488005483,0.152232383001614
"747",0.991432488005483,0.152411690873229
"748",0.991432488005483,0.152590998744845
"749",0.991089787525703,0.152590998744845
